"source","target","label"
4725869375127885,4725870177288660,"Post-hoc"
4725870177288660,4725870712852093,"Post-hoc"
4725870712852093,4725872247966271,"Post-hoc"
4725870712852093,4725891056535343,"Post-hoc"
4721557940999622,4725891638757769,"Post-hoc"
4722278581927976,4725930134340514,"Post-hoc"
4724470885647924,4725952946638479,"Post-hoc"
4725952946638479,4725962778871431,"Post-hoc"
4725962778871431,4725985066616061,"Post-hoc"
4716448431737587,4726001822860219,"Post-hoc"
4716448431737587,4726007385560879,"Post-hoc"
4716448431737587,4726010727632756,"Post-hoc"
4716448431737587,4726029299487087,"Post-hoc"
4725985066616061,4726029807784795,"Post-hoc"
4725930134340514,4726033884646140,"Post-hoc"
4725930134340514,4726034845667047,"Post-hoc"
4719782685052959,4726035188286154,"Post-hoc"
4726035188286154,4726036661540674,"Post-hoc"
4726033884646140,4726036933381251,"Post-hoc"
4716448431737587,4726037545751752,"Post-hoc"
4726036933381251,4726040973280135,"Post-hoc"
4726036933381251,4726063022475586,"Post-hoc"
4726036933381251,4726063073331307,"Post-hoc"
4726063073331307,4726063353823413,"Post-hoc"
4721096252721314,4726063404679492,"Post-hoc"
4726063404679492,4726063521073167,"Post-hoc"
4716448431737587,4726068114622516,"Post-hoc"
4716448431737587,4726078994383054,"Post-hoc"
4716448431737587,4726080256345887,"Post-hoc"
4716448431737587,4726096085909768,"Post-hoc"
4720460480906445,4726183705182981,"Post-hoc"
4720711761134348,4726183768361113,"Post-hoc"
4721196811160090,4726183986462789,"Post-hoc"
4721304869278075,4726184148992479,"Post-hoc"
4720528173043218,4726184263550816,"Post-hoc"
4716448431737587,4726184392788523,"Post-hoc"
4716448431737587,4726185961981544,"Post-hoc"
4716448431737587,4726186166977282,"Post-hoc"
4716448431737587,4726186243261093,"Post-hoc"
4726185961981544,4726189908557958,"Post-hoc"
4716448431737587,4726190999339111,"Post-hoc"
4716448431737587,4726198373190952,"Post-hoc"
4726029807784795,4726198624061539,"Post-hoc"
4716448431737587,4726199400792717,"Post-hoc"
4726063521073167,4726207533023278,"Post-hoc"
4721557940999622,4726210880341375,"Post-hoc"
4716448431737587,4726217297365661,"Post-hoc"
4716448431737587,4726220833686421,"Post-hoc"
4726198624061539,4726225996350191,"Post-hoc"
4726185961981544,4726228421183200,"Post-hoc"
4726228421183200,4726231638215710,"Post-hoc"
4726231638215710,4726232530813935,"Post-hoc"
4716448431737587,4726236331638945,"Post-hoc"
4720528173043218,4726236520386833,"Post-hoc"
4726231638215710,4726239892606502,"Post-hoc"
4726231638215710,4726240222904523,"Post-hoc"
4726225996350191,4726245341005606,"Post-hoc"
4721557940999622,4726248678623270,"Post-hoc"
4716448431737587,4726250957178713,"Post-hoc"
4716448431737587,4726251371369339,"Post-hoc"
4721557940999622,4726267238158919,"Post-hoc"
4721205682899077,4726267482736482,"Post-hoc"
4724470885647924,4726267691665282,"Post-hoc"
4726184392788523,4726268152777339,"Post-hoc"
4720528173043218,4726348016255323,"Post-hoc"
4726348016255323,4726348444079475,"Post-hoc"
4720528173043218,4726372976823842,"Post-hoc"
4716448431737587,4726375930401969,"Post-hoc"
4716448431737587,4726667429806824,"Post-hoc"
4716448431737587,4726727080935573,"Post-hoc"
4726727080935573,4726727270203525,"Post-hoc"
4716448431737587,4726832668868990,"Post-hoc"
4716448431737587,4726920707311751,"Post-hoc"
4716448431737587,4726921492171157,"Post-hoc"
4716448431737587,4727043599893850,"Post-hoc"
4716448431737587,4727350308635598,"Post-hoc"
4716448431737587,4727622556190948,"Post-hoc"
4720528173043218,4727791730295016,"Post-hoc"
4721557940999622,4727830270708938,"Post-hoc"
4721557940999622,4727842204289720,"Post-hoc"
4716448431737587,4728074112078151,"Post-hoc"
4716448431737587,4728088574038347,"Post-hoc"
4721557940999622,4728610587935772,"Post-hoc"
4728610587935772,4728901072585701,"Post-hoc"
4716448431737587,4729141574506363,"Post-hoc"
4716448431737587,4729672186730163,"Post-hoc"
4716448431737587,4730229753384366,"Post-hoc"
4727791730295016,4730416210904815,"Post-hoc"
4720528173043218,4731580252422354,"Post-hoc"
4716448431737587,4732063837851937,"Post-hoc"
4721096252721314,4733196531666856,"Post-hoc"
4722351688387222,4733198380304769,"Post-hoc"
4726268152777339,4733198577175378,"Post-hoc"
4720401126526007,4733199038546510,"Post-hoc"
4716448431737587,4733201429302348,"Post-hoc"
4716448431737587,4736152802955039,"Post-hoc"
4716448431737587,4736152852499150,"Post-hoc"
4716448431737587,4736155441174014,"Post-hoc"
4716448431737587,4736859689191997,"Post-hoc"
4726232530813935,4737501560050368,"Post-hoc"
4737501560050368,4737517561055631,"Post-hoc"
4737517561055631,4737518819346970,"Post-hoc"
4737518819346970,4737555801312797,"Post-hoc"
4721557940999622,4739267605301893,"Post-hoc"
4733199038546510,4739267765211012,"Post-hoc"
4721557940999622,4739268028663103,"Post-hoc"
4720528173043218,4739829931705489,"Post-hoc"
4716448431737587,4743447670164711,"Post-hoc"
4716448431737587,4743709101396853,"Post-hoc"
4716448431737587,4745508490317781,"Post-hoc"
4726921492171157,4746132847068904,"Post-hoc"
4720528173043218,4747661452774992,"Post-hoc"
4722164929134932,4749454408683191,"Post-hoc"
4716448431737587,4749593277369947,"Post-hoc"
4726921492171157,4749593826821190,"Post-hoc"
4749593826821190,4749594339055843,"Post-hoc"
4721557940999622,4750292346738330,"Post-hoc"
4716448431737587,4750616704583340,"Post-hoc"
4721557940999622,4750635922358939,"Post-hoc"
4749593277369947,4750957659817625,"Post-hoc"
4716448431737587,4752519437222527,"Post-hoc"
4732063837851937,4752520633387004,"Post-hoc"
4721884438202264,4752520863287704,"Post-hoc"
4716448431737587,4752857175168496,"Post-hoc"
4720528173043218,4753528637362973,"Post-hoc"
4720528173043218,4756775078989123,"Post-hoc"
4721987903818722,4757926663686316,"Post-hoc"
4716448431737587,4760698066833238,"Post-hoc"
4721825819656872,4770270931325455,"Post-hoc"
4716448431737587,4773813768686404,"Post-hoc"
4732063837851937,4773895746619947,"Post-hoc"
4721304869278075,4773895847021042,"Post-hoc"
4721304869278075,4774145743652490,"Post-hoc"
4720460480906445,4774145840385132,"Post-hoc"
4728088574038347,4774146091780417,"Post-hoc"
4750616704583340,4774534266226322,"Post-hoc"
4721304869278075,4774758384926926,"Post-hoc"
4774758384926926,4774771650201523,"Post-hoc"
4774758384926926,4774788151905219,"Post-hoc"
4716448431737587,4774818195443369,"Post-hoc"
4716448431737587,4774874289799971,"Post-hoc"
4720897879179546,4774874843711516,"Post-hoc"
4716448431737587,4774876160197456,"Post-hoc"
4696432504209687,4696555447648758,"Exaggeration"
4696555447648758,4696571272235823,"Exaggeration"
4696432504209687,4696717004112701,"Exaggeration"
4696432504209687,4697005283085268,"Exaggeration"
4696432504209687,4697323227058133,"Exaggeration"
4696432504209687,4698152851998951,"Exaggeration"
4698152851998951,4698305831634604,"Exaggeration"
4696717004112701,4698636182883874,"Exaggeration"
4697005283085268,4698636443191960,"Exaggeration"
4697323227058133,4698904233247209,"Exaggeration"
4698904233247209,4699190217935228,"Exaggeration"
4698904233247209,4699414218671910,"Exaggeration"
4699414218671910,4699424377538887,"Exaggeration"
4699424377538887,4699436834098682,"Exaggeration"
4699424377538887,4699758449656242,"Exaggeration"
4696432504209687,4704569161156400,"Exaggeration"
4696432504209687,4705168636248171,"Exaggeration"
4699190217935228,4705423154217396,"Exaggeration"
4696432504209687,4737883154154232,"Exaggeration"
4696432504209687,4744584284078617,"Exaggeration"
4696432504209687,4744584363769874,"Exaggeration"
4744584363769874,4745563863521184,"Exaggeration"
4696432504209687,4746125712297453,"Exaggeration"
4746125712297453,4746336467422395,"Exaggeration"
4737883154154232,4746336556028820,"Exaggeration"
4746125712297453,4752250133546739,"Exaggeration"
4696432504209687,4752361065549139,"Exaggeration"
4746336556028820,4754436398516862,"Exaggeration"
4746336556028820,4754436583325775,"Exaggeration"
4696432504209687,4758470823516296,"Exaggeration"
4696432504209687,4758471440074396,"Exaggeration"
4696432504209687,4758471629604198,"Exaggeration"
4758471440074396,4758528336859285,"Exaggeration"
4696432504209687,4763426129182750,"Exaggeration"
4705683013108901,4705685181306134,"Fabricated"
4705683013108901,4705685319454029,"Fabricated"
4705683013108901,4705685906655926,"Fabricated"
4705683013108901,4705686014920346,"Fabricated"
4705683013108901,4705686540520118,"Fabricated"
4705683013108901,4705686854045819,"Fabricated"
4705686854045819,4705687442296874,"Fabricated"
4705685906655926,4705687525132216,"Fabricated"
4705685319454029,4705687563405412,"Fabricated"
4705685181306134,4705687601154276,"Fabricated"
4705686014920346,4705687634186411,"Fabricated"
4705683013108901,4705690431787806,"Fabricated"
4705686854045819,4705690729578628,"Fabricated"
4705683013108901,4705690767068541,"Fabricated"
4705683013108901,4705690809008162,"Fabricated"
4705683013108901,4705692500364094,"Fabricated"
4705683013108901,4705693087303097,"Fabricated"
4705683013108901,4705693426781451,"Fabricated"
4705683013108901,4705693740832355,"Fabricated"
4705690729578628,4705694719413247,"Fabricated"
4705690767068541,4705694929127034,"Fabricated"
4705690431787806,4705694953771245,"Fabricated"
4705683013108901,4705696211797037,"Fabricated"
4705683013108901,4705696258723645,"Fabricated"
4705696258723645,4705696613929136,"Fabricated"
4705696258723645,4705696770429490,"Fabricated"
4705696770429490,4705696882365530,"Fabricated"
4705683013108901,4705697776011766,"Fabricated"
4705697776011766,4705699462646925,"Fabricated"
4705697776011766,4705699630940776,"Fabricated"
4705686854045819,4705700180396749,"Fabricated"
4705700180396749,4705700460103448,"Fabricated"
4705683013108901,4705704486901654,"Fabricated"
4705704486901654,4705705053654179,"Fabricated"
4705683013108901,4705706337111443,"Fabricated"
4705683013108901,4705706688643765,"Fabricated"
4705683013108901,4705709033784569,"Fabricated"
4705683013108901,4705709914587154,"Fabricated"
4705690767068541,4705710720684317,"Fabricated"
4705709033784569,4705711575274356,"Fabricated"
4705690767068541,4705711961407587,"Fabricated"
4705683013108901,4705716097258621,"Fabricated"
4705683013108901,4705716344982417,"Fabricated"
4705683013108901,4705720865392419,"Fabricated"
4705683013108901,4705723223116349,"Fabricated"
4705683013108901,4705724778938392,"Fabricated"
4705683013108901,4705730894497002,"Fabricated"
4705683013108901,4705731331492551,"Fabricated"
4705683013108901,4705732954689807,"Fabricated"
4705704486901654,4705737245461569,"Fabricated"
4705737245461569,4705741921063352,"Fabricated"
4705683013108901,4705746904944667,"Fabricated"
4705683013108901,4705752193696374,"Fabricated"
4705683013108901,4705754226889142,"Fabricated"
4705716344982417,4705755221461570,"Fabricated"
4705683013108901,4705756726692559,"Fabricated"
4705683013108901,4705763031518483,"Fabricated"
4705683013108901,4705765661084467,"Fabricated"
4705686854045819,4705775660041255,"Fabricated"
4705686854045819,4705778487264347,"Fabricated"
4705683013108901,4705791036097725,"Fabricated"
4705683013108901,4705795268935824,"Fabricated"
4705683013108901,4705810858377688,"Fabricated"
4705686854045819,4705828265787645,"Fabricated"
4705683013108901,4705857114210571,"Fabricated"
4705716344982417,4705861773558336,"Fabricated"
4705683013108901,4705862884786555,"Fabricated"
4705683013108901,4705865514352679,"Fabricated"
4705737245461569,4705872993321862,"Fabricated"
4705683013108901,4705877749664016,"Fabricated"
4705683013108901,4705880799445815,"Fabricated"
4705686854045819,4705885362586699,"Fabricated"
4705683013108901,4705888155470217,"Fabricated"
4705683013108901,4705943378461995,"Fabricated"
4705683013108901,4706112320571608,"Fabricated"
4705683013108901,4706288594848237,"Fabricated"
4706288594848237,4706288641246043,"Fabricated"
4705872993321862,4706713904876367,"Fabricated"
4705683013108901,4706793219950504,"Fabricated"
4705683013108901,4706846834690479,"Fabricated"
4705683013108901,4707076239001771,"Fabricated"
4705683013108901,4707395626077066,"Fabricated"
4705683013108901,4707694717438222,"Fabricated"
4705683013108901,4707753224046269,"Fabricated"
4705683013108901,4708017473847619,"Fabricated"
4705683013108901,4708094263430993,"Fabricated"
4705683013108901,4708315830945794,"Fabricated"
4705683013108901,4708463923695077,"Fabricated"
4705683013108901,4709284170959402,"Fabricated"
4705683013108901,4712048724543206,"Fabricated"
4705683013108901,4712952546724772,"Fabricated"
4705683013108901,4716427413555170,"Fabricated"
4705683013108901,4734785169654131,"Fabricated"
4705683013108901,4737515421962573,"Fabricated"
4484350735431567,4484357739960811,"impose_cause"
4484350735431567,4484358692230051,"impose_cause"
4484350735431567,4484405697885406,"impose_cause"
4484357739960811,4484487695832544,"impose_cause"
4484487695832544,4484518440513999,"impose_cause"
4484518440513999,4484572387090768,"impose_cause"
4484572387090768,4484581577155922,"impose_cause"
4484581577155922,4484582353264601,"impose_cause"
4484582353264601,4484830383783777,"impose_cause"
4484350735431567,4484843574611072,"impose_cause"
